"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"ENSG00000232097.1",3,4,1,5,3,0,3,2,2,4,0
"ENSG00000232098.3",180,237,166,117,228,217,303,122,215,243,292
"ENSG00000232100.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232101.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232102.1",0,1,0,0,0,0,2,0,0,1,1
"ENSG00000232104.3",21,14,22,16,22,21,29,15,22,19,16
"ENSG00000232105.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232109.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232110.7",4,0,1,1,0,6,1,1,1,0,3
"ENSG00000232111.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232112.3",1497,1085,1325,1290,1656,1980,1297,1062,1405,1587,1368
"ENSG00000232113.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232114.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232115.1",0,0,0,1,0,1,0,0,0,0,0
"ENSG00000232117.1",12,5,5,14,3,5,6,14,3,10,12
"ENSG00000232118.2",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232119.7",423,406,404,288,421,685,393,256,385,433,436
"ENSG00000232120.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232121.1",0,0,1,0,1,1,0,0,2,0,1
"ENSG00000232124.1",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000232125.2",0,0,2,0,0,0,0,0,0,0,1
"ENSG00000232128.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232130.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232131.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232132.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232133.1",2,3,2,2,1,2,0,1,2,0,2
"ENSG00000232134.1",5,2,0,1,2,2,2,2,1,6,3
"ENSG00000232135.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232136.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232138.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232139.5",0,2,3,1,1,1,2,1,1,0,5
"ENSG00000232140.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232142.1",2,4,2,1,2,4,2,1,1,0,3
"ENSG00000232144.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232145.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232148.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232149.1",0,0,0,0,0,1,0,0,1,0,1
"ENSG00000232150.3",53,31,20,36,20,33,33,18,30,40,29
"ENSG00000232153.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232154.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232155.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232158.1",2,0,1,0,0,0,0,0,1,1,0
"ENSG00000232159.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232160.6",279,69,71,58,69,92,129,59,131,200,103
"ENSG00000232161.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232162.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232163.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232164.1",0,0,0,0,0,1,0,1,0,0,0
"ENSG00000232165.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232166.1",0,0,0,0,0,0,2,0,0,0,0
"ENSG00000232167.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232168.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232170.5",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232172.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232173.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232174.3",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000232175.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232176.1",12,8,10,7,10,6,11,5,21,6,9
"ENSG00000232177.1",1,0,21,3,7,6,1,0,1,0,0
"ENSG00000232179.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232183.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232184.1",7,5,4,15,4,5,3,2,0,3,3
"ENSG00000232185.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232186.1",0,0,1,1,0,0,1,0,0,1,0
"ENSG00000232187.1",219,309,216,317,335,366,353,266,250,415,316
"ENSG00000232188.1",0,0,0,0,1,0,1,0,0,0,0
"ENSG00000232190.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232192.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232193.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232194.1",0,3,1,2,2,2,3,0,1,2,6
"ENSG00000232195.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232196.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232197.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232198.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232199.1",0,1,0,1,0,0,0,0,0,1,1
"ENSG00000232200.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232202.1",5,5,3,1,3,3,3,1,1,2,0
"ENSG00000232203.3",0,0,0,0,0,2,0,0,0,0,0
"ENSG00000232204.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232205.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232208.2",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000232211.1",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000232212.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232215.2",0,0,0,1,0,0,1,1,0,0,1
"ENSG00000232216.1",0,1,0,0,1,1,0,9,0,0,1
"ENSG00000232217.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232218.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232220.2",40,23,29,11,6,30,21,24,20,17,16
"ENSG00000232223.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232225.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232226.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232227.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232228.1",4,10,3,4,5,8,3,4,2,3,0
"ENSG00000232229.5",13,21,60,4,37,95,66,19,49,83,23
"ENSG00000232230.1",0,0,0,0,0,0,0,0,2,0,1
"ENSG00000232233.1",0,1,2,0,3,2,2,0,0,0,1
"ENSG00000232234.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232235.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232237.3",0,0,0,0,0,0,2,0,0,1,0
"ENSG00000232238.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232239.2",1,0,1,0,2,0,0,0,2,1,0
"ENSG00000232240.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232241.1",2,5,1,1,1,2,2,1,2,2,3
"ENSG00000232242.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232243.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232245.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232249.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232252.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232254.1",1,6,2,1,2,1,0,0,1,1,0
"ENSG00000232258.6",0,0,0,0,4,0,0,1,1,0,0
"ENSG00000232259.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232260.2",8,4,7,0,2,6,8,8,4,7,4
"ENSG00000232261.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232263.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232264.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232265.7",1,0,0,0,0,0,2,0,1,1,0
"ENSG00000232267.1",1,2,1,5,2,7,1,1,2,0,1
"ENSG00000232268.6",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000232271.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232273.1",1,1,0,0,0,0,0,0,0,0,1
"ENSG00000232277.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232281.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232282.1",6,4,1,4,4,4,0,1,2,3,1
"ENSG00000232283.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232284.7",23,10,8,14,10,12,14,6,19,27,14
"ENSG00000232285.1",2,5,9,1,3,0,4,0,3,0,4
"ENSG00000232286.1",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000232287.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232290.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232292.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232293.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232294.5",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000232295.7",28,16,14,22,26,12,8,8,17,9,12
"ENSG00000232296.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232298.2",0,0,2,0,2,2,3,3,2,0,1
"ENSG00000232299.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232300.1",6,1,1,0,1,0,1,2,2,0,1
"ENSG00000232301.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232303.2",5,5,3,9,4,6,6,9,8,5,7
"ENSG00000232305.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232306.2",0,2,0,11,9,0,0,4,9,0,0
"ENSG00000232307.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232309.1",0,0,1,0,0,0,1,0,0,0,0
"ENSG00000232310.6",8,3,2,2,2,0,2,2,5,0,1
"ENSG00000232311.1",1,3,3,2,2,4,2,3,3,5,2
"ENSG00000232314.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232316.1",0,6,0,0,1,0,1,3,9,2,0
"ENSG00000232320.6",642,404,682,793,521,517,663,651,898,1503,1032
"ENSG00000232324.1",16,24,9,13,2,0,20,22,34,16,15
"ENSG00000232325.4",1,0,0,0,0,0,0,0,2,1,0
"ENSG00000232327.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232328.1",0,2,0,0,0,0,0,0,0,1,1
"ENSG00000232332.1",1,0,0,0,0,0,0,0,1,0,0
"ENSG00000232333.1",0,1,0,0,0,1,0,1,0,0,2
"ENSG00000232334.1",15,27,7,15,18,14,6,8,5,12,7
"ENSG00000232335.1",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000232337.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232341.2",4,1,2,3,0,3,0,0,3,4,0
"ENSG00000232342.7",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232344.2",4,0,0,0,0,1,0,0,0,2,0
"ENSG00000232346.1",7,5,2,7,13,13,11,5,3,11,5
"ENSG00000232347.1",11,5,8,20,9,15,13,8,6,25,44
"ENSG00000232348.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232349.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232350.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232352.1",18,6,12,23,20,9,10,15,14,28,13
"ENSG00000232353.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232354.8",1,2,3,3,1,1,4,1,5,4,1
"ENSG00000232355.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232358.1",7,0,0,0,0,1,3,0,1,0,0
"ENSG00000232359.1",0,0,0,1,3,0,0,0,0,0,0
"ENSG00000232360.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232361.3",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000232362.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232363.1",5,1,1,4,14,2,8,3,4,1,7
"ENSG00000232366.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232368.1",2,5,6,5,3,2,1,1,8,2,2
"ENSG00000232369.1",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000232370.1",2,0,0,0,0,0,0,0,0,0,1
"ENSG00000232373.2",15,24,8,9,8,15,5,8,5,9,2
"ENSG00000232374.5",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000232375.1",20,10,5,8,5,9,10,3,11,2,5
"ENSG00000232377.1",3,0,0,3,1,0,0,0,0,0,0
"ENSG00000232378.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232379.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232380.1",5,7,3,2,11,8,3,6,4,5,5
"ENSG00000232381.1",4,0,0,1,1,0,1,2,0,1,0
"ENSG00000232382.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232383.1",1,0,0,0,1,2,0,0,0,1,1
"ENSG00000232385.2",0,1,0,1,0,1,2,0,0,1,1
"ENSG00000232386.9",26,3,4,2,4,2,2,0,2,7,3
"ENSG00000232387.2",6,2,5,1,1,2,1,1,3,5,0
"ENSG00000232388.4",376,269,385,345,397,519,339,258,359,480,447
"ENSG00000232389.1",73,72,51,99,67,113,75,54,88,101,88
"ENSG00000232390.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232391.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232392.1",14,16,10,18,7,13,19,10,6,10,6
"ENSG00000232393.1",1,1,0,0,0,0,0,0,0,0,0
"ENSG00000232394.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232395.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232396.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232398.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232399.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232400.1",0,0,0,1,0,0,0,1,0,0,0
"ENSG00000232401.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232403.1",0,0,0,1,0,0,0,1,0,0,1
"ENSG00000232406.6",2,2,0,0,1,0,1,0,0,2,0
"ENSG00000232407.3",0,2,0,1,1,0,0,0,1,0,0
"ENSG00000232408.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232409.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232411.1",3,0,0,4,3,5,2,0,1,0,0
"ENSG00000232412.1",10,3,2,1,4,4,5,4,1,6,3
"ENSG00000232413.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232415.1",38,26,55,22,29,36,34,13,41,48,44
"ENSG00000232416.3",1,0,0,1,0,1,0,0,0,0,0
"ENSG00000232418.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232419.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232420.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232422.1",1,1,0,1,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232424.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232429.3",1,0,0,0,0,0,0,0,0,1,0
"ENSG00000232430.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232431.3",0,4,0,0,0,1,2,0,3,0,2
"ENSG00000232433.2",0,0,0,2,1,0,1,1,0,0,0
"ENSG00000232434.2",551,438,690,429,659,391,685,282,629,1082,876
"ENSG00000232436.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232437.1",5,9,3,7,6,5,3,2,2,3,5
"ENSG00000232439.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232442.1",43,25,35,37,42,45,57,22,31,37,27
"ENSG00000232444.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232445.1",0,0,0,1,2,3,2,1,6,0,0
"ENSG00000232446.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232447.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000232448.1",0,0,2,0,0,0,0,0,0,0,0
"ENSG00000232450.1",8,10,10,8,5,8,11,7,14,7,13
"ENSG00000232451.1",1,0,0,0,1,0,2,0,1,0,2
"ENSG00000232453.6",22,17,22,27,23,16,26,17,28,35,24
"ENSG00000232454.2",7,9,2,12,5,7,3,6,2,6,2
"ENSG00000232455.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232456.1",3,1,0,1,0,1,1,0,0,0,1
"ENSG00000232457.4",0,1,0,3,0,0,0,0,2,0,0
"ENSG00000232458.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232459.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232460.4",1,1,1,2,1,1,1,0,3,3,2
"ENSG00000232461.1",0,3,0,1,1,1,0,1,2,0,1
"ENSG00000232463.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232464.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232465.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232466.1",9,7,1,4,2,3,6,3,1,2,4
"ENSG00000232467.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232470.1",1,0,0,0,0,0,1,2,1,1,0
"ENSG00000232471.3",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000232472.1",177,160,168,191,243,331,158,129,162,220,246
"ENSG00000232474.1",3,2,0,1,0,1,0,0,0,0,2
"ENSG00000232475.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232479.2",8,8,2,1,3,3,5,3,2,8,1
"ENSG00000232480.1",6,5,2,6,0,3,5,5,1,8,7
"ENSG00000232482.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232485.2",7,4,19,4,8,7,14,4,6,4,9
"ENSG00000232486.1",9,7,3,3,1,6,4,1,3,0,2
"ENSG00000232487.1",3,6,5,7,1,8,2,5,2,3,7
"ENSG00000232489.1",8,5,2,7,5,7,9,4,5,6,1
"ENSG00000232490.6",0,1,0,0,0,1,0,0,0,0,0
"ENSG00000232491.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000232492.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232493.2",0,0,0,0,0,1,0,1,1,0,0
"ENSG00000232494.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232496.2",0,0,0,0,0,0,0,1,1,0,0
"ENSG00000232497.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232498.1",2,0,1,3,2,1,1,0,1,0,1
"ENSG00000232499.2",73,62,37,28,32,83,26,35,38,40,38
"ENSG00000232500.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232502.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232503.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232504.4",2,6,4,6,9,0,9,19,15,9,11
"ENSG00000232508.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232511.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232512.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232514.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232515.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232517.2",0,1,0,0,0,0,0,0,0,1,3
"ENSG00000232518.3",0,1,0,0,1,0,0,0,0,0,0
"ENSG00000232519.2",1,2,0,1,0,2,0,0,0,1,1
"ENSG00000232520.1",0,0,0,2,0,0,0,0,0,0,0
"ENSG00000232522.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232524.1",3,0,1,0,0,1,2,0,1,0,1
"ENSG00000232525.1",1,1,0,0,0,0,1,0,0,0,1
"ENSG00000232526.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232527.7",1,0,2,2,1,2,9,1,6,2,1
"ENSG00000232528.3",9,12,7,3,6,16,1,7,6,6,8
"ENSG00000232529.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232530.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232531.3",64,46,73,42,66,85,69,27,46,101,83
"ENSG00000232533.1",416,258,791,407,528,383,540,233,431,869,853
"ENSG00000232535.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232536.1",8,8,6,4,2,7,4,3,8,10,6
"ENSG00000232537.1",0,1,0,0,0,0,0,0,0,5,0
"ENSG00000232539.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232540.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232542.1",3,8,6,7,2,1,0,4,2,3,4
"ENSG00000232543.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232545.1",32,31,14,66,21,31,47,43,10,24,29
"ENSG00000232546.1",11,8,4,9,11,12,11,11,6,8,9
"ENSG00000232548.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232549.1",1,0,0,0,0,1,0,0,0,0,0
"ENSG00000232551.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232553.3",6,3,2,4,5,0,4,0,2,2,4
"ENSG00000232554.8",0,0,0,0,0,0,0,2,0,0,0
"ENSG00000232555.1",0,0,0,0,0,0,0,0,6,0,0
"ENSG00000232556.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232557.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232558.1",2,5,2,9,3,3,2,3,1,1,3
"ENSG00000232560.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232562.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232563.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232564.3",0,1,0,1,0,0,0,0,0,0,1
"ENSG00000232568.2",1,1,1,7,1,0,1,2,0,0,0
"ENSG00000232573.1",940,665,697,803,862,1327,656,403,798,1013,842
"ENSG00000232576.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232578.4",2,2,1,1,1,0,1,1,0,0,0
"ENSG00000232579.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232581.1",2,2,1,0,0,3,1,1,0,0,0
"ENSG00000232582.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232583.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232585.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232586.1",13,27,12,12,9,13,8,9,12,9,9
"ENSG00000232587.1",17,36,12,44,18,22,27,22,22,14,15
"ENSG00000232590.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232591.1",0,3,1,0,0,2,0,0,0,1,0
"ENSG00000232593.7",392,162,95,204,124,131,173,78,162,265,163
"ENSG00000232594.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232595.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232596.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232597.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232598.2",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000232599.1",6,5,0,3,0,3,2,0,1,1,0
"ENSG00000232600.3",4,6,6,2,6,11,5,3,9,7,5
"ENSG00000232601.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232603.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232604.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232605.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232606.1",0,0,0,0,0,0,1,1,0,0,0
"ENSG00000232608.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232610.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232611.1",50,41,22,49,15,32,39,24,17,55,42
"ENSG00000232612.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232613.6",0,0,2,0,0,1,0,1,0,0,0
"ENSG00000232614.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232615.4",6,5,5,3,0,4,1,0,3,2,2
"ENSG00000232617.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232618.1",0,9,3,2,5,0,0,3,3,2,2
"ENSG00000232620.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232621.1",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000232622.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232623.1",13,5,10,19,17,23,13,7,10,16,13
"ENSG00000232624.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232625.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232626.3",10,9,9,9,7,5,4,3,3,4,7
"ENSG00000232627.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232628.5",1,0,0,1,0,1,3,1,8,5,5
"ENSG00000232629.8",90,88,60,99,202,55,130,397,97,55,45
"ENSG00000232630.1",0,1,0,0,0,2,0,0,0,0,0
"ENSG00000232631.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232633.4",6,5,5,8,7,16,8,11,4,6,6
"ENSG00000232634.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232636.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232638.1",0,1,0,0,0,0,0,0,4,0,0
"ENSG00000232640.1",2,4,0,6,1,2,2,2,2,0,0
"ENSG00000232642.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232643.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232644.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232645.5",6,3,7,6,3,1,8,3,7,7,7
"ENSG00000232646.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232647.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232648.3",5,8,3,4,5,3,11,5,5,4,5
"ENSG00000232650.5",0,0,0,2,0,0,0,1,0,1,0
"ENSG00000232653.8",66,30,16,79,28,18,53,45,28,73,78
"ENSG00000232654.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232655.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232656.7",1,6,5,1,7,5,2,1,2,0,4
"ENSG00000232658.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232661.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232662.2",1,0,1,1,4,0,1,1,0,2,2
"ENSG00000232663.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232664.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232665.2",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232667.10",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232668.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232671.5",15,4,8,4,9,6,4,8,14,7,5
"ENSG00000232672.1",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000232675.7",3,3,2,1,0,1,1,0,0,6,0
"ENSG00000232676.1",1,1,2,1,0,3,4,0,4,5,5
"ENSG00000232677.6",197,176,196,139,204,226,174,119,227,202,191
"ENSG00000232678.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232679.1",0,7,2,0,0,0,1,14,3,1,1
"ENSG00000232680.2",1,2,0,3,1,2,1,0,1,1,1
"ENSG00000232682.2",0,0,0,0,0,0,2,0,1,1,2
"ENSG00000232684.1",0,0,0,1,0,1,0,0,0,0,0
"ENSG00000232685.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232687.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232688.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232690.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000232692.1",1,0,0,0,0,0,0,1,1,0,0
"ENSG00000232693.2",10,15,1,5,3,4,9,5,2,3,2
"ENSG00000232695.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232696.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232698.1",0,0,0,0,0,0,0,0,0,0,0
